"id","nama_jalan","foto_path","latitude","longitude","created_at","statuslaporan"
"1479","Jl. Pertanian Lapangan Plered KM 2 Blok C-48","uploads/cirebon2026/laporan_plered_1478.jpg","-6.6897372","108.5082129","2025-05-08 01:21:40","diterima"
"1480","Jl. Pertanian Lapangan Kaliwedi KM 18 Blok D-28","uploads/cirebon2026/laporan_kaliwedi_1479.jpg","-6.6025436","108.3760174","2025-07-13 17:52:53","diperbaiki"
"1481","Jl. Sekolah Stasiun Tengah Tani KM 15 Blok H-51","uploads/cirebon2026/laporan_tengah_tani_1480.jpg","-6.7107451","108.517199","2025-06-08 01:05:19","selesai"
"1482","Jl. Pesisir Terminal Tengah Tani KM 14 Blok G-94","uploads/cirebon2026/laporan_tengah_tani_1481.jpg","-6.7126299","108.5281753","2024-03-06 04:58:12","diterima"
"1483","Jl. Pasar Balai Desa Dukupuntang KM 14 Blok D-37","uploads/cirebon2026/laporan_dukupuntang_1482.jpg","-6.7500296","108.4253925","2024-12-11 01:05:31","diterima"
"1484","Jl. Penghubung SMP Weru KM 18 Blok G-60","uploads/cirebon2026/laporan_weru_1483.jpg","-6.6989102","108.5016847","2024-01-04 14:01:14","diperbaiki"
"1485","Jl. Pesisir Makam Sunan Arjawinangun KM 16 Blok C-78","uploads/cirebon2026/laporan_arjawinangun_1484.jpg","-6.6460486","108.4110797","2025-02-19 06:19:42","diterima"
"1486","Jl. Penghubung Lapangan Arjawinangun KM 1 Blok E-77","uploads/cirebon2026/laporan_arjawinangun_1485.jpg","-6.6501445","108.4174159","2026-03-04 20:39:08","ditolak"
"1487","Jl. Irigasi Lapangan Sedong KM 4 Blok B-83","uploads/cirebon2026/laporan_sedong_1486.jpg","-6.8609479","108.5201737","2025-03-03 09:43:11","selesai"
"1488","Jl. Desa Makam Sunan Arjawinangun KM 17 Blok H-33","uploads/cirebon2026/laporan_arjawinangun_1487.jpg","-6.6395643","108.4088292","2026-04-24 11:15:09","diperbaiki"
"1489","Jl. Penghubung Masjid Agung Tengah Tani KM 9 Blok G-11","uploads/cirebon2026/laporan_tengah_tani_1488.jpg","-6.6960671","108.5195834","2024-06-20 20:06:19","selesai"
"1490","Jl. Raya Terminal Kedawung KM 9 Blok D-97","uploads/cirebon2026/laporan_kedawung_1489.jpg","-6.7121115","108.5348777","2026-03-14 19:24:13","diperbaiki"
"1491","Jl. Desa Pasar Pabuaran KM 15 Blok B-69","uploads/cirebon2026/laporan_pabuaran_1490.jpg","-6.8886631","108.6874224","2025-12-17 04:34:53","diterima"
"1492","Jl. Irigasi Kantor Kecamatan Gebang KM 12 Blok A-62","uploads/cirebon2026/laporan_gebang_1491.jpg","-6.8427236","108.7234245","2025-04-18 01:06:45","ditolak"
"1493","Jl. Raya SMP Talun KM 8 Blok G-14","uploads/cirebon2026/laporan_talun_1492.jpg","-6.7559753","108.5323783","2025-02-24 21:29:59","diperbaiki"
"1494","Jl. Pasar Pelabuhan Sedong KM 2 Blok F-6","uploads/cirebon2026/laporan_sedong_1493.jpg","-6.8750863","108.5372362","2024-08-12 07:48:39","diterima"
"1495","Jl. Pertanian Tanggul Klangenan KM 1 Blok H-66","uploads/cirebon2026/laporan_klangenan_1494.jpg","-6.698847","108.4427129","2024-09-07 11:39:07","ditolak"
"1496","Jl. Sekolah Jembatan Suranenggala KM 6 Blok B-80","uploads/cirebon2026/laporan_suranenggala_1495.jpg","-6.6391351","108.5281638","2024-06-25 08:07:47","diperbaiki"
"1497","Jl. Desa Pasar Talun KM 9 Blok D-8","uploads/cirebon2026/laporan_talun_1496.jpg","-6.7565421","108.5221361","2024-02-18 20:39:52","diperbaiki"
"1498","Jl. Desa Tanggul Mundu KM 10 Blok B-14","uploads/cirebon2026/laporan_mundu_1497.jpg","-6.7641809","108.6189859","2024-06-29 09:42:55","selesai"
"1499","Jl. Kabupaten Tanggul Sedong KM 14 Blok E-40","uploads/cirebon2026/laporan_sedong_1498.jpg","-6.8747932","108.543524","2024-01-28 14:53:23","selesai"
"1500","Jl. Irigasi Perumahan Arjawinangun KM 8 Blok E-43","uploads/cirebon2026/laporan_arjawinangun_1499.jpg","-6.6543407","108.4197781","2026-02-27 06:46:46","diterima"
"1501","Jl. Sekolah Masjid Agung Mundu KM 13 Blok C-69","uploads/cirebon2026/laporan_mundu_1500.jpg","-6.7792953","108.6122301","2025-11-01 10:18:31","selesai"
"1502","Jl. Irigasi Pasar Gegesik KM 16 Blok H-47","uploads/cirebon2026/laporan_gegesik_1501.jpg","-6.5694197","108.4149405","2025-08-30 12:24:31","diterima"
"1503","Jl. Raya Kantor Kecamatan Weru KM 6 Blok G-59","uploads/cirebon2026/laporan_weru_1502.jpg","-6.6951951","108.5023718","2025-05-22 17:22:20","ditolak"
"1504","Jl. Raya Terminal Palimanan KM 5 Blok H-18","uploads/cirebon2026/laporan_palimanan_1503.jpg","-6.7155546","108.4215109","2025-04-25 19:14:33","diterima"
"1505","Jl. Sekolah Pelabuhan Klangenan KM 13 Blok E-67","uploads/cirebon2026/laporan_klangenan_1504.jpg","-6.7067232","108.4376189","2026-04-18 23:27:12","diperbaiki"
"1506","Jl. Pertanian Balai Desa Kaliwedi KM 5 Blok E-49","uploads/cirebon2026/laporan_kaliwedi_1505.jpg","-6.6029263","108.3713955","2024-04-04 01:39:32","selesai"
"1507","Jl. Sekolah Jembatan Plered KM 11 Blok A-47","uploads/cirebon2026/laporan_plered_1506.jpg","-6.6957022","108.5174832","2025-10-02 14:13:28","selesai"
"1508","Jl. Pasar Jembatan Talun KM 16 Blok A-67","uploads/cirebon2026/laporan_talun_1507.jpg","-6.7567577","108.5114587","2024-01-24 15:39:15","selesai"
"1509","Jl. Raya Terminal Gebang KM 7 Blok F-99","uploads/cirebon2026/laporan_gebang_1508.jpg","-6.8300566","108.7304177","2025-03-19 15:06:03","selesai"
"1510","Jl. Lingkungan Stasiun Depok KM 13 Blok F-64","uploads/cirebon2026/laporan_depok_1509.jpg","-6.7222535","108.4618464","2024-03-28 19:51:40","selesai"
"1511","Jl. Irigasi Gudang Garam Depok KM 7 Blok G-19","uploads/cirebon2026/laporan_depok_1510.jpg","-6.7290783","108.4615569","2024-10-14 03:04:11","diterima"
"1512","Jl. Lingkungan Alun-alun Sumber KM 17 Blok C-72","uploads/cirebon2026/laporan_sumber_1511.jpg","-6.7539998","108.4958623","2025-11-16 11:00:24","diperbaiki"
"1513","Jl. Sekolah Gudang Garam Babakan KM 1 Blok G-92","uploads/cirebon2026/laporan_babakan_1512.jpg","-6.8742999","108.7149223","2025-02-28 07:45:24","diperbaiki"
"1514","Jl. Pasar Jembatan Sumber KM 10 Blok A-55","uploads/cirebon2026/laporan_sumber_1513.jpg","-6.7578827","108.471512","2025-01-03 15:50:24","diterima"
"1515","Jl. Pasar Makam Sunan Plered KM 10 Blok H-49","uploads/cirebon2026/laporan_plered_1514.jpg","-6.707899","108.4923519","2026-03-07 15:38:44","diterima"
"1516","Jl. Irigasi Kantor Kecamatan Babakan KM 13 Blok H-47","uploads/cirebon2026/laporan_babakan_1515.jpg","-6.8673484","108.7184309","2025-04-29 20:43:39","diterima"
"1517","Jl. Kabupaten Sentra Batik Arjawinangun KM 10 Blok G-10","uploads/cirebon2026/laporan_arjawinangun_1516.jpg","-6.638356","108.4168516","2026-01-07 09:17:10","selesai"
"1518","Jl. Lingkungan SMP Pabuaran KM 5 Blok F-31","uploads/cirebon2026/laporan_pabuaran_1517.jpg","-6.8857379","108.6740778","2024-08-21 14:21:19","selesai"
"1519","Jl. Lingkungan Jembatan Astanajapura KM 1 Blok H-32","uploads/cirebon2026/laporan_astanajapura_1518.jpg","-6.7919192","108.6309081","2024-01-11 18:51:43","selesai"
"1520","Jl. Raya Sawah Plered KM 1 Blok D-89","uploads/cirebon2026/laporan_plered_1519.jpg","-6.7099679","108.4962172","2026-03-12 22:11:49","selesai"
"1521","Jl. Raya Jembatan Beber KM 3 Blok D-68","uploads/cirebon2026/laporan_beber_1520.jpg","-6.7984646","108.5117014","2024-11-05 08:45:39","selesai"
"1522","Jl. Sekolah Pasar Sedong KM 17 Blok E-1","uploads/cirebon2026/laporan_sedong_1521.jpg","-6.8785116","108.5387697","2024-05-30 02:24:40","ditolak"
"1523","Jl. Pasar Alun-alun Ciledug KM 16 Blok B-24","uploads/cirebon2026/laporan_ciledug_1522.jpg","-6.8952921","108.7448957","2024-05-13 01:44:24","diterima"
"1524","Jl. Irigasi Makam Sunan Kaliwedi KM 16 Blok G-20","uploads/cirebon2026/laporan_kaliwedi_1523.jpg","-6.6055634","108.3720768","2025-03-29 12:25:03","diperbaiki"
"1525","Jl. Pasar SMP Sumber KM 5 Blok B-16","uploads/cirebon2026/laporan_sumber_1524.jpg","-6.7660533","108.4757253","2025-12-12 02:46:30","diterima"
"1526","Jl. Desa Pelabuhan Plered KM 3 Blok E-70","uploads/cirebon2026/laporan_plered_1525.jpg","-6.7091336","108.5131694","2025-11-27 22:43:32","ditolak"
"1527","Jl. Pesisir Perumahan Pabuaran KM 3 Blok C-99","uploads/cirebon2026/laporan_pabuaran_1526.jpg","-6.8908749","108.6948258","2024-08-04 00:12:22","diterima"
"1528","Jl. Desa Stasiun Mundu KM 11 Blok H-53","uploads/cirebon2026/laporan_mundu_1527.jpg","-6.7596493","108.6199922","2025-08-12 21:07:48","diterima"
"1529","Jl. Raya Pasar Lemahabang KM 11 Blok D-63","uploads/cirebon2026/laporan_lemahabang_1528.jpg","-6.8138612","108.6201694","2026-01-26 21:18:55","diterima"
"1530","Jl. Pertanian Jembatan Ciwaringin KM 4 Blok C-94","uploads/cirebon2026/laporan_ciwaringin_1529.jpg","-6.694032","108.3843416","2024-06-04 14:52:59","diperbaiki"
"1531","Jl. Penghubung Sentra Batik Waled KM 6 Blok B-24","uploads/cirebon2026/laporan_waled_1530.jpg","-6.9215726","108.6450978","2025-05-29 06:25:36","selesai"
"1532","Jl. Sekolah Kantor Kecamatan Pasaleman KM 10 Blok E-49","uploads/cirebon2026/laporan_pasaleman_1531.jpg","-6.9352223","108.7650622","2026-02-04 07:06:34","diperbaiki"
"1533","Jl. Pesisir Pelabuhan Klangenan KM 16 Blok C-10","uploads/cirebon2026/laporan_klangenan_1532.jpg","-6.715542","108.4316526","2024-02-01 19:49:56","diterima"
"1534","Jl. Pertanian Lapangan Palimanan KM 18 Blok G-82","uploads/cirebon2026/laporan_palimanan_1533.jpg","-6.7121993","108.4371939","2025-08-19 09:28:04","diperbaiki"
"1535","Jl. Irigasi Pasar Pasaleman KM 14 Blok A-75","uploads/cirebon2026/laporan_pasaleman_1534.jpg","-6.9412549","108.7623573","2024-02-15 19:43:18","diterima"
"1536","Jl. Pertanian Alun-alun Astanajapura KM 4 Blok C-4","uploads/cirebon2026/laporan_astanajapura_1535.jpg","-6.7933097","108.610213","2024-09-01 02:45:18","diperbaiki"
"1537","Jl. Raya Sawah Sedong KM 10 Blok C-76","uploads/cirebon2026/laporan_sedong_1536.jpg","-6.863962","108.5303321","2026-02-23 22:18:07","diterima"
"1538","Jl. Sekolah Lapangan Pasaleman KM 14 Blok F-61","uploads/cirebon2026/laporan_pasaleman_1537.jpg","-6.937527","108.779383","2025-04-25 09:16:23","selesai"
"1539","Jl. Irigasi Tanggul Gegesik KM 18 Blok H-59","uploads/cirebon2026/laporan_gegesik_1538.jpg","-6.5724396","108.4155783","2024-04-04 18:19:54","diperbaiki"
"1540","Jl. Lingkungan Gudang Garam Panguragan KM 9 Blok F-68","uploads/cirebon2026/laporan_panguragan_1539.jpg","-6.644396","108.4502343","2025-10-04 19:22:12","diperbaiki"
"1541","Jl. Penghubung Gudang Garam Kaliwedi KM 3 Blok A-25","uploads/cirebon2026/laporan_kaliwedi_1540.jpg","-6.6042808","108.3878582","2025-01-29 02:35:31","diterima"
"1542","Jl. Desa Balai Desa Depok KM 13 Blok C-12","uploads/cirebon2026/laporan_depok_1541.jpg","-6.7144387","108.4654705","2024-10-18 02:54:56","diperbaiki"
"1543","Jl. Penghubung Lapangan Sumber KM 3 Blok H-82","uploads/cirebon2026/laporan_sumber_1542.jpg","-6.7480946","108.4917003","2024-10-22 16:37:14","selesai"
"1544","Jl. Desa Alun-alun Dukupuntang KM 10 Blok G-9","uploads/cirebon2026/laporan_dukupuntang_1543.jpg","-6.7671653","108.4270508","2026-03-06 14:37:42","diperbaiki"
"1545","Jl. Desa Tanggul Panguragan KM 2 Blok G-76","uploads/cirebon2026/laporan_panguragan_1544.jpg","-6.6473805","108.4664716","2024-02-10 18:34:18","selesai"
"1546","Jl. Kabupaten Terminal Talun KM 7 Blok C-44","uploads/cirebon2026/laporan_talun_1545.jpg","-6.7499279","108.5096228","2025-07-15 20:26:02","diperbaiki"
"1547","Jl. Desa Pelabuhan Sumber KM 6 Blok A-18","uploads/cirebon2026/laporan_sumber_1546.jpg","-6.7625774","108.4810426","2025-11-10 13:30:47","diperbaiki"
"1548","Jl. Kabupaten Pasar Suranenggala KM 3 Blok C-4","uploads/cirebon2026/laporan_suranenggala_1547.jpg","-6.65026","108.5285733","2024-08-20 14:47:23","ditolak"
"1549","Jl. Sekolah Sawah Susukanlebak KM 3 Blok B-31","uploads/cirebon2026/laporan_susukanlebak_1548.jpg","-6.8230522","108.5979433","2025-10-06 21:59:07","ditolak"
"1550","Jl. Sekolah Makam Sunan Mundu KM 15 Blok B-20","uploads/cirebon2026/laporan_mundu_1549.jpg","-6.7710508","108.6216299","2025-07-29 02:50:14","selesai"
"1551","Jl. Irigasi Pasar Plumbon KM 8 Blok C-82","uploads/cirebon2026/laporan_plumbon_1550.jpg","-6.7108825","108.4700087","2025-10-10 05:22:42","diterima"
"1552","Jl. Lingkungan SMP Greged KM 1 Blok H-21","uploads/cirebon2026/laporan_greged_1551.jpg","-6.8081963","108.560224","2024-08-23 03:07:15","diterima"
"1553","Jl. Pertanian Jembatan Karangwareng KM 14 Blok H-95","uploads/cirebon2026/laporan_karangwareng_1552.jpg","-6.8510406","108.5908794","2024-05-16 08:40:43","selesai"
"1554","Jl. Pesisir Sentra Batik Pabedilan KM 13 Blok F-20","uploads/cirebon2026/laporan_pabedilan_1553.jpg","-6.9133198","108.8218681","2025-02-07 13:25:34","selesai"
"1555","Jl. Raya Tanggul Gempol KM 17 Blok B-57","uploads/cirebon2026/laporan_gempol_1554.jpg","-6.7254327","108.3714932","2024-04-21 06:22:54","diterima"
"1556","Jl. Kabupaten Gudang Garam Ciledug KM 14 Blok D-92","uploads/cirebon2026/laporan_ciledug_1555.jpg","-6.8998102","108.7651119","2024-06-21 01:04:26","selesai"
"1557","Jl. Pertanian Masjid Agung Arjawinangun KM 7 Blok H-8","uploads/cirebon2026/laporan_arjawinangun_1556.jpg","-6.6545942","108.4022954","2025-05-06 13:15:49","diperbaiki"
"1558","Jl. Pasar Perumahan Kapetakan KM 7 Blok B-31","uploads/cirebon2026/laporan_kapetakan_1557.jpg","-6.5999581","108.5269935","2026-01-20 07:11:47","selesai"
"1559","Jl. Desa Pasar Ciledug KM 1 Blok H-32","uploads/cirebon2026/laporan_ciledug_1558.jpg","-6.9031865","108.7581691","2024-11-26 22:05:29","diterima"
"1560","Jl. Penghubung Makam Sunan Jamblang KM 18 Blok C-14","uploads/cirebon2026/laporan_jamblang_1559.jpg","-6.6967092","108.4526961","2025-04-27 18:49:23","selesai"
"1561","Jl. Pesisir SMA Greged KM 2 Blok C-71","uploads/cirebon2026/laporan_greged_1560.jpg","-6.8258199","108.5606894","2025-09-12 14:36:29","ditolak"
"1562","Jl. Pasar Puskesmas Suranenggala KM 3 Blok F-3","uploads/cirebon2026/laporan_suranenggala_1561.jpg","-6.6381896","108.5255125","2025-08-08 02:26:16","diterima"
"1563","Jl. Pesisir Perumahan Pasaleman KM 1 Blok H-37","uploads/cirebon2026/laporan_pasaleman_1562.jpg","-6.9394736","108.7587863","2024-03-16 12:08:04","diperbaiki"
"1564","Jl. Penghubung Balai Desa Pabedilan KM 2 Blok D-18","uploads/cirebon2026/laporan_pabedilan_1563.jpg","-6.9124899","108.829653","2026-01-02 11:42:04","diperbaiki"
"1565","Jl. Penghubung Balai Desa Gebang KM 14 Blok E-41","uploads/cirebon2026/laporan_gebang_1564.jpg","-6.8480392","108.7237154","2025-12-13 23:17:17","diperbaiki"
"1566","Jl. Sekolah Gudang Garam Mundu KM 14 Blok B-61","uploads/cirebon2026/laporan_mundu_1565.jpg","-6.7578413","108.6253957","2024-04-01 18:42:30","selesai"
"1567","Jl. Pasar Sawah Susukanlebak KM 7 Blok C-43","uploads/cirebon2026/laporan_susukanlebak_1566.jpg","-6.8181626","108.6116531","2025-11-27 00:02:53","diterima"
"1568","Jl. Desa Lapangan Kaliwedi KM 13 Blok F-49","uploads/cirebon2026/laporan_kaliwedi_1567.jpg","-6.6145274","108.3748955","2024-01-07 14:37:57","selesai"
"1569","Jl. Penghubung Sentra Batik Pabedilan KM 3 Blok C-58","uploads/cirebon2026/laporan_pabedilan_1568.jpg","-6.9002551","108.8061746","2024-09-26 21:42:55","diterima"
"1570","Jl. Penghubung Terminal Mundu KM 2 Blok B-37","uploads/cirebon2026/laporan_mundu_1569.jpg","-6.757049","108.6194295","2025-07-31 12:25:57","selesai"
"1571","Jl. Raya Perumahan Plered KM 18 Blok D-10","uploads/cirebon2026/laporan_plered_1570.jpg","-6.6886012","108.5179944","2026-04-16 06:23:57","diterima"
"1572","Jl. Desa Tambak Astanajapura KM 17 Blok G-18","uploads/cirebon2026/laporan_astanajapura_1571.jpg","-6.7935459","108.6114129","2024-03-01 14:48:22","diterima"
"1573","Jl. Raya Sawah Beber KM 7 Blok D-15","uploads/cirebon2026/laporan_beber_1572.jpg","-6.8006552","108.5312677","2024-12-07 03:13:07","selesai"
"1574","Jl. Kabupaten Gudang Garam Kapetakan KM 17 Blok B-2","uploads/cirebon2026/laporan_kapetakan_1573.jpg","-6.6087941","108.5339729","2024-12-24 09:36:17","diperbaiki"
"1575","Jl. Desa Gudang Garam Jamblang KM 4 Blok F-74","uploads/cirebon2026/laporan_jamblang_1574.jpg","-6.7140548","108.4491229","2025-03-21 01:35:51","selesai"
"1576","Jl. Pasar Stasiun Kapetakan KM 4 Blok D-90","uploads/cirebon2026/laporan_kapetakan_1575.jpg","-6.5947006","108.5229209","2025-11-08 08:01:42","diterima"
"1577","Jl. Irigasi Kantor Kecamatan Ciwaringin KM 9 Blok F-63","uploads/cirebon2026/laporan_ciwaringin_1576.jpg","-6.6937308","108.3789198","2024-01-24 08:53:16","selesai"
"1578","Jl. Pasar Masjid Agung Kedawung KM 18 Blok C-65","uploads/cirebon2026/laporan_kedawung_1577.jpg","-6.7172246","108.5520578","2024-05-28 15:00:45","selesai"
"1579","Jl. Pertanian SMA Panguragan KM 13 Blok A-23","uploads/cirebon2026/laporan_panguragan_1578.jpg","-6.650288","108.4506196","2025-07-06 20:12:39","diterima"
"1580","Jl. Lingkungan Pelabuhan Pabuaran KM 3 Blok H-18","uploads/cirebon2026/laporan_pabuaran_1579.jpg","-6.8792721","108.6975001","2025-07-29 00:21:52","diperbaiki"
"1581","Jl. Pertanian Balai Desa Karangsembung KM 4 Blok C-13","uploads/cirebon2026/laporan_karangsembung_1580.jpg","-6.8427524","108.6359658","2024-07-23 13:45:12","diperbaiki"
"1582","Jl. Kabupaten Pelabuhan Kapetakan KM 17 Blok G-23","uploads/cirebon2026/laporan_kapetakan_1581.jpg","-6.6010348","108.5314499","2025-07-10 19:15:48","diterima"
"1583","Jl. Lingkungan Makam Sunan Ciwaringin KM 15 Blok H-47","uploads/cirebon2026/laporan_ciwaringin_1582.jpg","-6.7044761","108.3872685","2026-03-21 06:08:37","ditolak"
"1584","Jl. Irigasi Gudang Garam Babakan KM 12 Blok D-67","uploads/cirebon2026/laporan_babakan_1583.jpg","-6.8756047","108.721896","2025-08-30 07:58:40","selesai"
"1585","Jl. Sekolah Makam Sunan Tengah Tani KM 3 Blok G-68","uploads/cirebon2026/laporan_tengah_tani_1584.jpg","-6.7043119","108.5076305","2025-05-02 22:12:50","diperbaiki"
"1586","Jl. Pesisir Tambak Plered KM 1 Blok E-58","uploads/cirebon2026/laporan_plered_1585.jpg","-6.7017089","108.5092499","2024-03-15 05:19:21","selesai"
"1587","Jl. Kabupaten Terminal Karangwareng KM 5 Blok C-81","uploads/cirebon2026/laporan_karangwareng_1586.jpg","-6.848587","108.5782462","2025-07-28 22:59:11","selesai"
"1588","Jl. Lingkungan Pelabuhan Suranenggala KM 14 Blok G-75","uploads/cirebon2026/laporan_suranenggala_1587.jpg","-6.64601","108.5228024","2024-04-12 19:53:52","diterima"
"1589","Jl. Sekolah Stasiun Lemahabang KM 8 Blok A-1","uploads/cirebon2026/laporan_lemahabang_1588.jpg","-6.8252826","108.620824","2026-03-12 10:56:54","ditolak"
"1590","Jl. Sekolah Terminal Panguragan KM 18 Blok B-98","uploads/cirebon2026/laporan_panguragan_1589.jpg","-6.6518032","108.4578577","2025-09-12 19:51:56","diterima"
"1591","Jl. Desa Sawah Pabedilan KM 2 Blok A-81","uploads/cirebon2026/laporan_pabedilan_1590.jpg","-6.9139475","108.8305752","2024-07-12 08:49:37","ditolak"
"1592","Jl. Pertanian Alun-alun Astanajapura KM 1 Blok H-15","uploads/cirebon2026/laporan_astanajapura_1591.jpg","-6.7973867","108.6088739","2025-03-17 21:40:05","diperbaiki"
"1593","Jl. Kabupaten Pelabuhan Plered KM 13 Blok G-38","uploads/cirebon2026/laporan_plered_1592.jpg","-6.7083825","108.5101648","2025-02-22 03:02:11","diterima"
"1594","Jl. Pesisir Lapangan Jamblang KM 17 Blok E-50","uploads/cirebon2026/laporan_jamblang_1593.jpg","-6.6999463","108.4703964","2025-04-03 07:03:43","diperbaiki"
"1595","Jl. Pasar SMA Gempol KM 18 Blok C-36","uploads/cirebon2026/laporan_gempol_1594.jpg","-6.7140478","108.3753647","2025-08-15 15:33:47","diterima"
"1596","Jl. Kabupaten Sentra Batik Pasaleman KM 8 Blok D-26","uploads/cirebon2026/laporan_pasaleman_1595.jpg","-6.9216093","108.7631961","2024-07-29 01:12:28","diterima"
"1597","Jl. Kabupaten Makam Sunan Klangenan KM 18 Blok A-97","uploads/cirebon2026/laporan_klangenan_1596.jpg","-6.7120423","108.4512865","2024-02-15 19:52:55","selesai"
"1598","Jl. Irigasi Makam Sunan Losari KM 11 Blok E-98","uploads/cirebon2026/laporan_losari_1597.jpg","-6.8537657","108.8122743","2024-04-14 19:18:32","diperbaiki"
"1599","Jl. Irigasi Pasar Gunungjati KM 10 Blok C-16","uploads/cirebon2026/laporan_gunungjati_1598.jpg","-6.6809758","108.5510383","2026-02-28 18:23:12","ditolak"
"1600","Jl. Raya Sentra Batik Plered KM 6 Blok F-70","uploads/cirebon2026/laporan_plered_1599.jpg","-6.7046779","108.5141129","2024-02-08 02:14:43","selesai"
"1601","Jl. Kabupaten Sawah Arjawinangun KM 11 Blok G-85","uploads/cirebon2026/laporan_arjawinangun_1600.jpg","-6.6428081","108.4200823","2024-03-25 08:30:28","diterima"
"1602","Jl. Lingkungan Pelabuhan Sedong KM 3 Blok A-19","uploads/cirebon2026/laporan_sedong_1601.jpg","-6.878164","108.5310834","2025-11-06 01:39:38","selesai"
"1603","Jl. Sekolah Gudang Garam Panguragan KM 10 Blok F-38","uploads/cirebon2026/laporan_panguragan_1602.jpg","-6.6418471","108.4631615","2024-12-02 15:47:53","ditolak"
"1604","Jl. Raya SMA Weru KM 12 Blok E-48","uploads/cirebon2026/laporan_weru_1603.jpg","-6.711599","108.4988742","2024-10-21 10:58:25","diterima"
"1605","Jl. Raya Lapangan Karangsembung KM 15 Blok G-25","uploads/cirebon2026/laporan_karangsembung_1604.jpg","-6.8550052","108.629844","2025-05-02 07:21:47","selesai"
"1606","Jl. Irigasi Pasar Plered KM 3 Blok C-68","uploads/cirebon2026/laporan_plered_1605.jpg","-6.6983468","108.5175304","2026-03-11 04:06:53","selesai"
"1607","Jl. Penghubung Masjid Agung Jamblang KM 8 Blok C-44","uploads/cirebon2026/laporan_jamblang_1606.jpg","-6.7184174","108.4667485","2025-03-02 11:38:38","selesai"
"1608","Jl. Penghubung Gudang Garam Gempol KM 1 Blok A-2","uploads/cirebon2026/laporan_gempol_1607.jpg","-6.7074313","108.3645404","2025-11-18 22:10:33","selesai"
"1609","Jl. Irigasi Balai Desa Ciwaringin KM 2 Blok B-75","uploads/cirebon2026/laporan_ciwaringin_1608.jpg","-6.7081999","108.3868447","2024-01-12 21:41:37","diterima"
"1610","Jl. Raya SMA Kapetakan KM 18 Blok E-14","uploads/cirebon2026/laporan_kapetakan_1609.jpg","-6.605164","108.5232417","2024-10-18 01:31:19","ditolak"
"1611","Jl. Pesisir Masjid Agung Gegesik KM 4 Blok F-15","uploads/cirebon2026/laporan_gegesik_1610.jpg","-6.5753865","108.4277965","2024-10-09 06:49:58","selesai"
"1612","Jl. Raya Kantor Kecamatan Sumber KM 18 Blok H-63","uploads/cirebon2026/laporan_sumber_1611.jpg","-6.7500401","108.4729138","2025-02-09 14:43:08","selesai"
"1613","Jl. Sekolah Alun-alun Kedawung KM 18 Blok E-50","uploads/cirebon2026/laporan_kedawung_1612.jpg","-6.7157571","108.5402412","2025-05-13 14:33:15","diterima"
"1614","Jl. Penghubung Alun-alun Karangwareng KM 11 Blok F-93","uploads/cirebon2026/laporan_karangwareng_1613.jpg","-6.8506323","108.5992848","2025-11-23 23:22:43","diterima"
"1615","Jl. Sekolah Tanggul Palimanan KM 12 Blok E-35","uploads/cirebon2026/laporan_palimanan_1614.jpg","-6.6971975","108.426421","2025-10-05 15:19:27","ditolak"
"1616","Jl. Pesisir Stasiun Beber KM 15 Blok F-8","uploads/cirebon2026/laporan_beber_1615.jpg","-6.7855194","108.5194981","2025-03-31 13:58:53","diperbaiki"
"1617","Jl. Sekolah Pasar Karangwareng KM 1 Blok D-46","uploads/cirebon2026/laporan_karangwareng_1616.jpg","-6.8588715","108.5938503","2025-01-12 16:23:47","ditolak"
"1618","Jl. Pertanian Terminal Mundu KM 14 Blok G-24","uploads/cirebon2026/laporan_mundu_1617.jpg","-6.7698328","108.6127962","2025-08-21 07:41:33","selesai"
"1619","Jl. Penghubung Terminal Plumbon KM 6 Blok E-57","uploads/cirebon2026/laporan_plumbon_1618.jpg","-6.7053674","108.4925027","2026-04-24 22:33:09","diperbaiki"
"1620","Jl. Kabupaten Sawah Kedawung KM 17 Blok C-38","uploads/cirebon2026/laporan_kedawung_1619.jpg","-6.7236072","108.5431833","2024-07-08 19:26:39","selesai"
"1621","Jl. Kabupaten SMP Kedawung KM 15 Blok D-9","uploads/cirebon2026/laporan_kedawung_1620.jpg","-6.7134346","108.5301746","2024-01-03 18:37:55","selesai"
"1622","Jl. Penghubung Alun-alun Lemahabang KM 7 Blok E-61","uploads/cirebon2026/laporan_lemahabang_1621.jpg","-6.8358927","108.6341947","2024-11-05 06:23:46","ditolak"
"1623","Jl. Sekolah SMA Ciledug KM 18 Blok H-62","uploads/cirebon2026/laporan_ciledug_1622.jpg","-6.9050758","108.7503141","2025-03-20 18:35:21","selesai"
"1624","Jl. Lingkungan Makam Sunan Kedawung KM 15 Blok D-69","uploads/cirebon2026/laporan_kedawung_1623.jpg","-6.7179068","108.5492898","2025-08-30 04:29:36","selesai"
"1625","Jl. Lingkungan Tambak Gebang KM 18 Blok H-95","uploads/cirebon2026/laporan_gebang_1624.jpg","-6.8492545","108.7417012","2024-04-03 15:23:31","diterima"
"1626","Jl. Raya Pelabuhan Pasaleman KM 5 Blok D-10","uploads/cirebon2026/laporan_pasaleman_1625.jpg","-6.9334206","108.7830866","2024-02-06 15:29:08","diterima"
