_id,No,Kode Wilayah Kabupaten / Kota,Nama Kabupaten/Kota,Latitude,Longitude,BANJIR,CUACA EKSTREM,ERUPSI GUNUNG API,GELOMBANG PASANG DAN ABRASI,GEMPABUMI,KEBAKARAN HUTAN DAN LAHAN,KEKERINGAN,TANAH LONGSOR,TSUNAMI
363,363,7209,TOJO UNA UNA,-1.1123702300000000153801238411688245832920074462890625,121.576234900000002880915417335927486419677734375,4,1,0,0,0,0,0,0,0.0
364,364,7210,SIGI,-1.40848833100000003781815394177101552486419677734375,119.97044130000000450309016741812229156494140625,8,0,0,0,0,0,0,0,0.0
365,365,7211,BANGGAI LAUT,-1.6525391700000000572146063859690912067890167236328125,123.52093750000000227373675443232059478759765625,3,0,0,0,0,0,0,0,0.0
366,366,7212,MOROWALI UTARA,-1.9412524959999999385473756774445064365863800048828125,121.193838499999998248313204385340213775634765625,7,0,0,0,0,1,0,0,0.0
367,367,7271,KOTA PALU,-0.82980229199999999689651986045646481215953826904296875,119.909974000000005389665602706372737884521484375,3,0,0,0,0,0,0,0,0.0
368,368,7301,KEPULAUAN SELAYAR,-6.10614513799999958365560814854688942432403564453125,120.5097386999999997669874574057757854461669921875,1,0,0,0,0,0,2,0,0.0
369,369,7302,BULUKUMBA,-5.43246914900000010817393558681942522525787353515625,120.236006500000002006345312111079692840576171875,1,2,0,1,0,0,0,1,0.0
370,370,7304,JENEPONTO,-5.567517269999999740548446425236761569976806640625,119.6984470000000015943442122079432010650634765625,0,1,0,0,0,0,5,0,0.0
371,371,7305,TAKALAR,-5.419755921000000142839780892245471477508544921875,119.470557200000001785156200639903545379638671875,1,4,0,1,0,0,2,0,0.0
372,372,7306,GOWA,-5.309278914000000071382601163350045680999755859375,119.71872700000000122599885798990726470947265625,2,0,0,0,0,0,0,1,0.0
373,373,7307,SINJAI,-5.2097463299999997587974576163105666637420654296875,120.1358668999999963489244692027568817138671875,1,0,0,0,0,0,0,1,0.0
374,374,7308,BONE,-4.694814846999999957688487484119832515716552734375,120.1295860000000033096512197516858577728271484375,4,5,0,0,0,0,0,0,0.0
375,375,7309,MAROS,-5.00069620799999992044604368857108056545257568359375,119.7247492000000050893504521809518337249755859375,1,3,0,0,0,0,1,0,0.0
376,376,7310,PANGKAJENE DAN KEPULAUAN,-4.82606677600000022465565052698366343975067138671875,119.5798266999999981408109306357800960540771484375,1,3,0,0,0,0,0,0,0.0
377,377,7311,BARRU,-4.441677965000000227746568270958960056304931640625,119.69414530000000240761437453329563140869140625,1,1,0,0,0,0,0,1,0.0
378,378,7312,SOPPENG,-4.33904556299999999424699126393534243106842041015625,119.892110900000005813126335851848125457763671875,2,2,0,0,0,0,0,0,0.0
379,379,7313,WAJO,-4.00653765800000005725678420276381075382232666015625,120.1710001000000005433321348391473293304443359375,6,2,0,0,0,0,0,0,0.0
380,380,7314,SIDENRENG RAPPANG,-3.807290296000000129339468912803567945957183837890625,119.97142669999999498031684197485446929931640625,6,5,0,0,0,0,0,0,0.0
381,381,7315,PINRANG,-3.622456844999999869827433940372429788112640380859375,119.59991650000000618092599324882030487060546875,8,8,0,0,0,3,0,1,0.0
382,382,7316,ENREKANG,-3.50372392399999998957582647562958300113677978515625,119.87202999999999519786797463893890380859375,3,0,0,0,0,0,0,1,0.0
383,383,7317,LUWU,-3.1985486559999998235070961527526378631591796875,120.182546599999994896279531531035900115966796875,20,3,0,0,0,0,0,4,0.0
384,384,7318,TANA TORAJA,-3.108512496999999985547447067801840603351593017578125,119.7123753999999991037839208729565143585205078125,0,0,0,0,0,0,0,2,0.0
385,385,7322,LUWU UTARA,-2.39494580800000012033024177071638405323028564453125,120.1607259999999968158590490929782390594482421875,18,3,0,0,0,0,0,0,0.0
386,386,7324,LUWU TIMUR,-2.550678201999999838989197087357752025127410888671875,121.138518599999997604754753410816192626953125,2,2,0,0,0,0,0,0,0.0
387,387,7326,TORAJA UTARA,-2.888179565000000170726934811682440340518951416015625,119.8689337999999935391315375454723834991455078125,0,0,0,0,0,0,0,2,0.0
388,388,7371,KOTA MAKASSAR,-5.13341753300000025461713448748923838138580322265625,119.4611466000000064013875089585781097412109375,3,0,0,0,0,0,0,0,0.0
389,389,7372,KOTA PAREPARE,-4.029351444999999642959664925001561641693115234375,119.6616020000000020218067220412194728851318359375,2,1,0,0,0,0,0,0,0.0
390,390,7373,KOTA PALOPO,-2.980473970999999888675802139914594590663909912109375,120.1478824000000003024979378096759319305419921875,8,0,0,0,0,0,0,0,0.0
391,391,7401,KOLAKA,-3.92166358500000011844122127513401210308074951171875,121.5045822000000015350451576523482799530029296875,1,0,0,0,0,0,0,0,0.0
392,392,7402,KONAWE,-3.525394131000000097486690719961188733577728271484375,121.88615790000000060899765230715274810791015625,4,2,0,0,0,0,0,0,0.0
393,393,7405,KONAWE SELATAN,-4.26265210099999958259786581038497388362884521484375,122.420835699999997814302332699298858642578125,2,0,0,0,0,0,0,0,0.0
394,394,7406,BOMBANA,-4.79784371800000020158449842710979282855987548828125,121.8512759000000045261913328431546688079833984375,1,0,0,0,0,0,0,0,0.0
395,395,7407,WAKATOBI,-5.53103746800000006800246410421095788478851318359375,123.7725470999999970445060171186923980712890625,0,1,0,0,0,0,0,0,0.0
396,396,7409,KONAWE UTARA,-3.385156069000000211843826036783866584300994873046875,121.99693089999999529027263633906841278076171875,2,0,0,0,0,0,0,0,0.0
397,397,7410,BUTON UTARA,-4.69560654200000016089688870124518871307373046875,123.017437900000004447065293788909912109375,3,0,0,0,0,0,0,0,0.0
398,398,7413,MUNA BARAT,-4.81747613200000035504899642546661198139190673828125,122.4931442000000032521711545996367931365966796875,1,0,0,0,0,0,0,0,0.0
399,399,7471,KOTA KENDARI,-4.0003954860000003890263542416505515575408935546875,122.5326211999999941326677799224853515625,3,0,0,0,0,0,0,0,0.0
400,400,7501,GORONTALO,0.69379471299999995181906342622824013233184814453125,122.710757900000004383400664664804935455322265625,4,1,0,0,0,0,1,1,0.0
401,401,7502,BOALEMO,0.65559919399999999622963287038146518170833587646484375,122.3258785999999957994077703915536403656005859375,6,0,0,0,0,0,0,0,0.0
402,402,7503,BONE BOLANGO,0.53313002200000003671931381177273578941822052001953125,123.291143000000005258698365651071071624755859375,8,0,0,0,0,0,0,1,0.0
403,403,7504,POHUWATO,0.68811805199999998006177293063956312835216522216796875,121.7110373999999950456185615621507167816162109375,5,0,0,0,0,0,0,0,0.0
404,404,7505,GORONTALO UTARA,0.88607803200000001542235850138240493834018707275390625,122.6600039000000066380380303598940372467041015625,5,0,0,0,0,0,0,0,0.0
405,405,7571,KOTA GORONTALO,0.53945380600000003568084139260463416576385498046875,123.0557940999999999576175468973815441131591796875,3,0,0,0,0,0,0,0,0.0
406,406,7602,MAMUJU,-2.530675137999999879667711866204626858234405517578125,119.3249674000000055684722610749304294586181640625,5,1,0,0,0,0,0,0,0.0
407,407,7603,MAMASA,-2.94880472999999998506837073364295065402984619140625,119.3118922000000026173438527621328830718994140625,0,1,0,0,0,0,0,2,0.0
408,408,7604,POLEWALI MANDAR,-3.311945671999999785128920848364941775798797607421875,119.144481200000001308580976910889148712158203125,1,2,0,0,0,0,0,1,0.0
409,409,7606,MAMUJU TENGAH,-2.007767999999999997129407347529195249080657958984375,119.51843700000000580985215492546558380126953125,9,0,0,0,0,0,0,0,0.0
410,410,8101,MALUKU TENGAH,-3.15935960900000001316811903961934149265289306640625,129.2914508000000068932422436773777008056640625,6,0,0,1,0,0,0,0,0.0
411,411,8102,MALUKU TENGGARA,-5.59249050599999986133070706273429095745086669921875,133.053115200000007689595804549753665924072265625,2,1,0,0,0,0,0,0,0.0
412,412,8103,KEPULAUAN TANIMBAR,-7.584403153000000230576915782876312732696533203125,131.3676494000000047890353016555309295654296875,0,1,0,0,0,0,0,0,0.0
413,413,8104,BURU,-3.302938246000000077629010775126516819000244140625,126.721285800000003973764250986278057098388671875,1,0,0,0,0,0,0,0,0.0
414,414,8105,SERAM BAGIAN TIMUR,-3.41588357899999994771178535302169620990753173828125,130.438309900000007246489985845983028411865234375,2,1,0,0,0,0,0,0,0.0
415,415,8106,SERAM BAGIAN BARAT,-3.13346704599999981155633577145636081695556640625,128.35347830000000612926669418811798095703125,5,0,0,0,0,0,0,0,0.0
416,416,8107,KEPULAUAN ARU,-6.1958647510000002256447260151617228984832763671875,134.450411300000013170574675314128398895263671875,1,2,0,0,0,0,0,0,0.0
417,417,8108,MALUKU BARAT DAYA,-7.75378223299999991269260135595686733722686767578125,126.4254631000000017593265511095523834228515625,0,0,0,1,0,0,0,0,0.0
418,418,8109,BURU SELATAN,-3.569604775999999812796659170999191701412200927734375,126.552823200000005954279913567006587982177734375,1,1,0,0,0,0,0,0,0.0
419,419,8171,KOTA AMBON,-3.677179782000000063391098592546768486499786376953125,128.179704600000007985727279447019100189208984375,0,3,0,0,0,1,0,3,0.0
420,420,8172,KOTA TUAL,-5.560024750000000182126314030028879642486572265625,132.33423060000001214575604535639286041259765625,0,2,0,1,0,0,0,0,0.0
421,421,8201,HALMAHERA BARAT,1.3641786479999999937007260086829774081707000732421875,127.5896680000000031895979191176593303680419921875,3,1,1,0,0,0,0,0,0.0
422,422,8202,HALMAHERA TENGAH,0.4693298550000000179949211087659932672977447509765625,128.22499360000000478976289741694927215576171875,7,0,0,0,0,0,0,0,0.0
423,423,8203,HALMAHERA UTARA,1.54231493099999994456084095872938632965087890625,127.8310622999999992543962434865534305572509765625,1,1,1,0,0,0,0,1,0.0
424,424,8204,HALMAHERA SELATAN,-0.61595397399999995968755683861672878265380859375,127.5292988000000065085259848274290561676025390625,5,0,0,0,0,0,0,1,0.0
425,425,8206,HALMAHERA TIMUR,1.0311731859999999638688450431800447404384613037109375,128.308555600000005370020517148077487945556640625,8,0,0,2,0,0,0,0,0.0
426,426,8207,PULAU MOROTAI,2.316573111999999934340621621231548488140106201171875,128.448361000000005560650606639683246612548828125,2,1,0,1,1,0,0,0,0.0
427,427,8208,PULAU TALIABU,-1.8188599830000000689977923684637062251567840576171875,124.740642199999996364567778073251247406005859375,4,3,0,0,0,0,0,0,0.0
428,428,8271,KOTA TERNATE,0.81253927100000000738333483241149224340915679931640625,127.343780199999997648774296976625919342041015625,1,0,0,0,0,0,0,1,0.0
429,429,8272,KOTA TIDORE KEPULAUAN,0.485191912999999974687170833931304514408111572265625,127.6736700000000013233147910796105861663818359375,9,0,0,0,0,0,0,1,0.0
430,430,9103,JAYAPURA,-2.978902920999999981432893036981113255023956298828125,139.975823600000012447708286345005035400390625,3,1,0,0,0,0,0,0,0.0
431,431,9105,KEPULAUAN YAPEN,-1.7456982070000000017984120859182439744472503662109375,136.174134500000008074493962340056896209716796875,3,1,0,0,0,0,0,0,0.0
432,432,9110,SARMI,-2.471878269999999933048684397363103926181793212890625,139.003167300000001205262378789484500885009765625,0,0,0,1,0,0,0,0,0.0
433,433,9111,KEEROM,-3.332129702000000026629322746885009109973907470703125,140.683259999999989986463333480060100555419921875,3,0,0,0,0,0,0,0,0.0
434,434,9115,WAROPEN,-2.746968115000000043579575503827072679996490478515625,136.7281854999999950450728647410869598388671875,3,0,0,1,0,0,0,0,0.0
435,435,9120,MAMBERAMO RAYA,-2.48962217500000004832827471545897424221038818359375,137.969066999999995459802448749542236328125,1,0,0,0,0,0,0,0,0.0
436,436,9171,KOTA JAYAPURA,-2.659352509000000086558657130808569490909576416015625,140.80889750000000049112713895738124847412109375,2,0,0,0,0,0,0,0,0.0
437,437,9202,MANOKWARI,-0.90994712700000002225664275101735256612300872802734375,133.85250830000001087682903744280338287353515625,7,0,0,2,0,0,0,0,0.0
438,438,9206,TELUK BINTUNI,-2.003098184000000170357225215411745011806488037109375,133.3085111999999980980646796524524688720703125,4,0,0,0,0,0,0,0,0.0
439,439,9207,TELUK WONDAMA,-2.82281116299999990104652169975452125072479248046875,134.37448729999999841311364434659481048583984375,1,0,0,0,0,0,0,0,0.0
440,440,9211,MANOKWARI SELATAN,-1.5941773649999999573623199466965161263942718505859375,133.972088899999988598210620693862438201904296875,3,0,0,0,0,0,0,0,0.0
441,441,9212,PEGUNUNGAN ARFAK,-1.19534367199999991271397448144853115081787109375,133.733784100000008265851647593080997467041015625,0,0,0,0,0,0,0,1,0.0
442,442,9301,MERAUKE,-7.8401494459999998554167177644558250904083251953125,139.704340300000012575765140354633331298828125,2,0,0,1,0,0,0,0,0.0
443,443,9402,PUNCAK JAYA,-3.460215556000000081127154771820642054080963134765625,137.8437572999999929379555396735668182373046875,1,0,0,0,0,0,0,0,0.0
444,444,9404,MIMIKA,-4.50049620700000030382170734810642898082733154296875,136.69388570000000981963239610195159912109375,2,0,0,0,0,0,0,0,0.0
445,445,9406,DOGIYAI,-4.016855394000000245569026446901261806488037109375,135.667599400000000287036527879536151885986328125,1,0,0,0,0,0,0,0,0.0
446,446,9407,INTAN JAYA,-3.53638686800000012766531654051505029201507568359375,136.744808100000000194995664060115814208984375,1,0,0,0,0,0,0,0,0.0
447,447,9502,KAB PEGUNUNGAN BINTANG,-4.51749722400000042199508243356831371784210205078125,140.532695200000006252594175748527050018310546875,0,0,0,0,0,0,0,2,0.0
448,448,9503,YAHUKIMO,-4.48920643100000038572261473746038973331451416015625,139.603250699999989592470228672027587890625,0,0,0,0,0,0,0,1,0.0
449,449,9601,SORONG,-1.116590747000000050093149184249341487884521484375,131.564487200000002076194505207240581512451171875,2,0,0,0,0,0,0,0,0.0
450,450,9671,KOTA SORONG,-0.87047675499999999093603264554985798895359039306640625,131.33783790000001090447767637670040130615234375,2,0,0,0,0,0,0,0,0.0
451,,,INDONESIA,,,1420,733,8,27,15,973,89,207,0.0
